epoch,loss
1,1.1981158431778673
2,1.1064219645904636
3,1.0861795542762531
4,1.0951176907434543
5,1.1132553397789025
6,1.040416381273132
7,1.0000800285088005
8,1.0291221918544353
9,1.0132217532165788
10,1.0061749127785569
