epoch,loss
1,2.4082867286665963
2,2.3555473371715916
3,2.3140829902047826
4,2.282795913576153
5,2.2609207941608647
6,2.253572175408698
7,2.2513776395071536
8,2.2031636990394072
9,2.1711511968547965
10,2.1469608270903384
